pl_name,pl_refname,pl_controv_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio
"Kepler-936 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.095400,,,0,0.380,0.080,-0.280,0,"[Fe/H]"
"Kepler-937 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.321200,,,0,-0.300,0.280,-0.300,0,"[Fe/H]"
"Kepler-615 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.075600,,,0,-0.980,0.300,-0.300,0,"[Fe/H]"
"Kepler-768 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.092600,,,0,0.060,0.260,-0.300,0,"[Fe/H]"
"Kepler-776 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.052300,,,0,0.080,0.260,-0.260,0,"[Fe/H]"
"Kepler-294 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.047300,,,0,-0.020,0.220,-0.280,0,"[Fe/H]"
"Kepler-215 d","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.179800,,,0,-0.380,0.160,-0.120,0,"[Fe/H]"
"Kepler-184 d","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.176500,,,0,-0.340,0.300,-0.260,0,"[Fe/H]"
"Kepler-307 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.092800,,,0,0.160,0.200,-0.260,0,"[Fe/H]"
"Kepler-895 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.032800,,,0,-0.220,0.150,-0.150,0,"[Fe/H]"
"Kepler-738 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.154800,,,0,-0.340,0.360,-0.280,0,"[Fe/H]"
"Kepler-258 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.102700,,,0,0.440,0.050,-0.300,0,"[Fe/H]"
"Kepler-32 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.051400,,,0,0.040,0.130,-0.130,0,"[Fe/H]"
"Kepler-32 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.051000,,,0,-0.020,0.150,-0.150,0,"[Fe/H]"
"Kepler-466 c","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.046000,,,0,-0.080,0.150,-0.140,0,"[Fe/H]"
"Kepler-23 d","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.123500,,,0,-0.050,0.101,-0.101,0,"[Fe/H]"
"Kepler-1026 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.197700,,,0,0.140,0.150,-0.150,0,"[Fe/H]"
"Kepler-991 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.306700,,,0,-0.480,0.360,-0.260,0,"[Fe/H]"
"Kepler-1023 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.301000,,,0,0.200,0.150,-0.150,0,"[Fe/H]"
"Kepler-325 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.051700,,,0,-0.180,0.280,-0.260,0,"[Fe/H]"
"Kepler-1330 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.093300,,,0,0.200,0.160,-0.280,0,"[Fe/H]"
"Kepler-1335 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.061500,,,0,0.080,0.250,-0.300,0,"[Fe/H]"
"Kepler-1124 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.030500,,,0,-0.280,0.150,-0.150,0,"[Fe/H]"
"Kepler-147 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.109800,,,0,0.070,0.150,-0.150,0,"[Fe/H]"
"Kepler-1358 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.065600,,,0,-0.260,0.360,-0.280,0,"[Fe/H]"
"Kepler-1358 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.065600,,,0,-0.260,0.360,-0.280,0,"[Fe/H]"
"Kepler-1361 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.043100,,,0,0.140,0.250,-0.300,0,"[Fe/H]"
"Kepler-1362 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.460000,,,0,-0.100,0.310,-0.300,0,"[Fe/H]"
"Kepler-1365 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.076800,,,0,0.000,0.210,-0.280,0,"[Fe/H]"
"Kepler-327 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.047100,,,0,0.040,0.150,-0.150,0,"[Fe/H]"
"Kepler-331 d","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.160700,,,0,-0.860,0.280,-0.300,0,"[Fe/H]"
"Kepler-334 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.060000,,,0,-0.080,0.150,-0.140,0,"[Fe/H]"
"Kepler-334 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.059900,,,0,-0.020,0.150,-0.150,0,"[Fe/H]"
"Kepler-1137 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.187100,,,0,-0.120,0.250,-0.350,0,"[Fe/H]"
"Kepler-1144 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.126400,,,0,-0.420,0.280,-0.280,0,"[Fe/H]"
"Kepler-1144 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.129100,,,0,0.140,0.150,-0.100,0,"[Fe/H]"
"Kepler-1231 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.093600,,,0,-0.040,0.220,-0.300,0,"[Fe/H]"
"Kepler-1234 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.096000,,,0,0.070,0.250,-0.300,0,"[Fe/H]"
"Kepler-87 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.642800,,,0,-0.180,0.150,-0.150,0,"[Fe/H]"
"Kepler-398 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.088100,,,0,-0.040,0.260,-0.320,0,"[Fe/H]"
"Kepler-1146 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.032500,,,0,0.240,0.200,-0.300,0,"[Fe/H]"
"Kepler-1150 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.038200,,,0,0.560,0.050,-0.300,0,"[Fe/H]"
"Kepler-1151 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.300700,,,0,-0.360,0.320,-0.240,0,"[Fe/H]"
"Kepler-1371 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.039300,,,0,-0.680,0.360,-0.280,0,"[Fe/H]"
"Kepler-155 c","<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>",0,0.225400,0.009200,-0.013900,0,-0.330,0.110,-0.110,0,"[Fe/H]"
"Kepler-1244 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.049000,,,0,-0.440,0.220,-0.300,0,"[Fe/H]"
"Kepler-1246 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.084800,,,0,-0.320,0.340,-0.300,0,"[Fe/H]"
"Kepler-1246 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.084800,,,0,-0.320,0.340,-0.300,0,"[Fe/H]"
"Kepler-1375 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.047100,,,0,0.160,0.150,-0.200,0,"[Fe/H]"
"Kepler-1377 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.015300,,,0,-0.180,0.300,-0.260,0,"[Fe/H]"
"Kepler-1381 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.172800,,,0,-0.120,0.220,-0.300,0,"[Fe/H]"
"Kepler-1381 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.172800,,,0,-0.120,0.300,-0.300,0,"[Fe/H]"
"Kepler-770 d","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.047400,,,0,-0.360,0.360,-0.280,0,"[Fe/H]"
"Kepler-79 e","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.376900,,,0,-0.280,0.220,-0.300,0,"[Fe/H]"
"Kepler-1238 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.054600,,,0,0.210,0.150,-0.350,0,"[Fe/H]"
"Kepler-1275 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.048800,,,0,0.140,0.150,-0.150,0,"[Fe/H]"
"Kepler-175 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.210900,,,0,-0.020,0.250,-0.300,0,"[Fe/H]"
"Kepler-1277 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.212800,,,0,-0.620,0.340,-0.260,0,"[Fe/H]"
"Kepler-1160 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.075500,,,0,-0.300,0.300,-0.260,0,"[Fe/H]"
"Kepler-279 d","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.290100,,,0,-0.580,0.220,-0.300,0,"[Fe/H]"
"Kepler-267 d","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.143900,,,0,-0.260,0.150,-0.150,0,"[Fe/H]"
"Kepler-267 d","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.143900,,,0,-0.260,0.150,-0.150,0,"[Fe/H]"
"Kepler-1168 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.266100,,,0,-0.180,0.340,-0.280,0,"[Fe/H]"
"Kepler-1248 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.080600,,,0,0.360,0.100,-0.200,0,"[Fe/H]"
"Kepler-401 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.260600,,,0,-0.320,0.280,-0.300,0,"[Fe/H]"
"Kepler-402 e","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.102600,,,0,-0.220,0.220,-0.320,0,"[Fe/H]"
"Kepler-402 e","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.098800,,,0,-0.120,0.150,-0.150,0,"[Fe/H]"
"Kepler-402 d","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.084700,,,0,-0.120,0.150,-0.150,0,"[Fe/H]"
"Kepler-1370 c","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.080100,,,0,0.160,0.160,-0.360,0,"[Fe/H]"
"Kepler-353 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.051500,,,0,-0.200,0.300,-0.100,0,"[Fe/H]"
"Kepler-1008 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.095100,,,0,-0.080,0.150,-0.150,0,"[Fe/H]"
"Kepler-980 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.100500,,,0,0.000,0.150,-0.150,0,"[Fe/H]"
"Kepler-1039 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.018400,,,0,0.560,0.300,-0.300,0,"[Fe/H]"
"Kepler-161 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.067200,,,0,-0.100,0.320,-0.280,0,"[Fe/H]"
"Kepler-1255 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.217100,,,0,-0.240,0.260,-0.300,0,"[Fe/H]"
"Kepler-245 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.123600,,,0,0.040,0.150,-0.150,0,"[Fe/H]"
"Kepler-379 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.318700,,,0,-0.060,0.220,-0.300,0,"[Fe/H]"
"Kepler-1075 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.021400,,,0,-0.100,0.200,-0.100,0,"[Fe/H]"
"Kepler-1182 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.098100,,,0,-0.100,0.220,-0.300,0,"[Fe/H]"
"Kepler-1058 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.367900,,,0,-0.860,0.280,-0.320,0,"[Fe/H]"
"Kepler-353 c","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.066000,,,0,-0.200,0.300,-0.100,0,"[Fe/H]"
"Kepler-1088 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.159300,,,0,-0.040,0.120,-0.160,0,"[Fe/H]"
"Kepler-1386 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.069900,,,0,0.040,0.200,-0.280,0,"[Fe/H]"
"Kepler-1387 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.031000,,,0,-0.020,0.300,-0.250,0,"[Fe/H]"
"Kepler-246 c","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.094000,,,0,0.140,0.240,-0.260,0,"[Fe/H]"
"Kepler-1390 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.064700,,,0,-0.340,0.320,-0.260,0,"[Fe/H]"
"Kepler-1269 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.226000,,,0,0.360,0.100,-0.150,0,"[Fe/H]"
"Kepler-1270 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.066300,,,0,-0.080,0.150,-0.100,0,"[Fe/H]"
"Kepler-1016 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.031000,,,0,-0.140,0.220,-0.300,0,"[Fe/H]"
"Kepler-958 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.086700,,,0,0.060,0.220,-0.240,0,"[Fe/H]"
"Kepler-999 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.068100,,,0,-0.020,0.150,-0.150,0,"[Fe/H]"
"Kepler-984 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.236400,,,0,0.020,0.240,-0.260,0,"[Fe/H]"
"Kepler-336 c","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.091000,,,0,0.160,0.150,-0.150,0,"[Fe/H]"
"Kepler-338 e","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.090600,,,0,-0.070,0.101,-0.101,0,"[Fe/H]"
"Kepler-339 d","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.090300,,,0,-0.240,0.310,-0.260,0,"[Fe/H]"
"Kepler-1274 b","<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>",0,0.079900,,,0,0.130,0.101,-0.101,0,"[Fe/H]"
"Kepler-758 d","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.158200,,,0,-0.140,0.240,-0.340,0,"[Fe/H]"
"Kepler-266 c","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.451000,,,0,0.100,0.200,-0.280,0,"[Fe/H]"
"Kepler-185 b","<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>",0,0.025400,,,0,-0.060,0.320,-0.260,0,"[Fe/H]"
"Kepler-1169 b","<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>",0,0.068100,,,0,0.160,0.080,-0.140,0,"[Fe/H]"
"Kepler-1169 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.070900,,,0,0.360,0.100,-0.200,0,"[Fe/H]"
"Kepler-1176 b","<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>",0,0.158900,,,0,0.140,0.150,-0.150,0,"[Fe/H]"
